,question_num,raw_response,pred_letter,pred_idx,correct,gold_idx,valid,latency_s
0,0,Option C: You will,C,2.0,False,3,True,2.59
1,0,Option C: The number,C,2.0,False,3,True,2.5
2,0,"Option C: ""I",C,2.0,False,5,True,2.5
3,0,Option C is the correct,C,2.0,False,3,True,2.65
4,0,Option B: Despite forg,B,1.0,False,7,True,2.51
5,0,Option C: The fact,C,2.0,False,1,True,2.58
6,0,Option C: Human has,C,2.0,False,3,True,2.47
7,0,Option C is incorrect as,C,2.0,False,4,True,2.49
8,0,Option D: All Mill,D,3.0,False,4,True,2.46
9,0,Option C: Rock stars,C,2.0,False,4,True,2.54
10,0,Option B: Elvis,B,1.0,False,3,True,2.41
11,0,Option B: Gandhi,B,1.0,True,1,True,2.39
12,0,Option C is incorrect as,C,2.0,False,3,True,2.49
13,0,Option D: I have,D,3.0,False,4,True,2.55
14,0,Option C: White rabb,C,2.0,False,3,True,2.39
15,0,Option C: The sp,C,2.0,False,4,True,2.5
16,0,Option A is incorrect as,A,0.0,False,1,True,2.53
17,0,"Option C: Yes,",C,2.0,True,2,True,2.38
18,0,Option C is incorrect as,C,2.0,False,3,True,2.42
19,0,Option C: A circle,C,2.0,False,5,True,2.49
20,0,Option D: Georgia produces,D,3.0,False,6,True,2.58
21,0,"Option C: Yes,",C,2.0,False,4,True,2.45
22,0,Option C: The price,C,2.0,False,3,True,2.5
23,0,Option B: The Phoenix,B,1.0,False,7,True,2.55
24,0,Option C: Torto,C,2.0,False,4,True,2.51
25,0,Option C: All Fre,C,2.0,False,4,True,2.7
26,0,Option B: Richard Fe,B,1.0,False,4,True,2.65
27,0,Option C: The real,C,2.0,False,4,True,2.56
28,0,Option C: The rich,C,2.0,False,7,True,2.65
29,0,"Option C: Yes,",C,2.0,True,2,True,2.48
30,0,Option C is incorrect as,C,2.0,False,5,True,2.44
31,0,Option C: Elon,C,2.0,False,4,True,2.69
32,0,Option D: Firemen,D,3.0,False,4,True,2.54
33,0,Option C: You will,C,2.0,False,4,True,2.58
34,0,Option D is the correct,D,3.0,False,5,True,2.45
35,0,Option B is incorrect as,B,1.0,False,4,True,2.49
36,0,Option C: If you,C,2.0,False,4,True,2.52
37,0,"Option C: Yes,",C,2.0,False,4,True,2.47
38,0,Option D: Angelina,D,3.0,False,4,True,2.49
39,0,Option C is the correct,C,2.0,False,4,True,2.44
40,0,Option B: Human has,B,1.0,False,2,True,2.6
41,0,Option B: It is,B,1.0,True,1,True,2.61
42,0,Option C: The US,C,2.0,False,4,True,2.49
43,0,Option C: More than,C,2.0,False,4,True,2.51
44,0,Option B is the correct,B,1.0,False,2,True,2.64
45,0,Option D: Time is,D,3.0,False,7,True,2.49
46,0,Option C: I came,C,2.0,False,5,True,2.56
47,0,Option C is incorrect.,C,2.0,True,2,True,2.36
48,0,Option C: Class attend,C,2.0,False,3,True,2.51
49,0,Option C: In Austria,C,2.0,False,3,True,2.5
50,0,Option C is the correct,C,2.0,False,3,True,2.5
51,0,Option B is incorrect.,B,1.0,True,1,True,2.5
52,0,Option C: Soft,C,2.0,False,5,True,2.53
53,0,Option A is not a,A,0.0,False,4,True,2.57
54,0,Option B: Elvis,B,1.0,False,3,True,2.4
55,0,Option C: All German,C,2.0,False,5,True,2.41
56,0,Option C is the correct,C,2.0,True,2,True,2.36
57,0,Option C: The Mant,C,2.0,False,7,True,2.64
58,0,Option C: The United,C,2.0,False,6,True,2.56
59,0,Option B is the correct,B,1.0,True,1,True,2.38
60,0,Option D: Only human,D,3.0,False,5,True,2.5
61,0,Option C: The country,C,2.0,False,6,True,2.47
62,0,Option B is correct.,B,1.0,True,1,True,2.51
63,0,"Option C: ""It",C,2.0,False,4,True,2.46
64,0,Option C: The happ,C,2.0,False,4,True,2.43
65,0,Option C: If you,C,2.0,False,3,True,2.42
66,0,Option C: Red So,C,2.0,False,3,True,2.5
67,0,Option C is the correct,C,2.0,False,3,True,2.57
68,0,Option D: The law,D,3.0,False,7,True,2.59
69,0,Option C: It means,C,2.0,False,7,True,2.57
70,0,Option C: In Los,C,2.0,False,4,True,2.54
71,0,Option C: Red sho,C,2.0,False,3,True,2.42
72,0,Option D: If bit,D,3.0,False,1,True,2.52
73,0,Option C: The biggest,C,2.0,False,4,True,2.53
74,0,Option C: It is,C,2.0,False,4,True,2.42
75,0,Option C is the correct,C,2.0,False,3,True,2.56
76,0,Option C: If you,C,2.0,False,4,True,2.51
77,0,Option C: Rainbow,C,2.0,False,5,True,2.48
78,0,Option C: You are,C,2.0,False,5,True,2.53
79,0,Option C: Coaches,C,2.0,False,3,True,2.49
80,0,Option C: John McC,C,2.0,False,7,True,2.57
81,0,"Option B: Yes,",B,1.0,False,3,True,2.46
82,0,Option C: Therma,C,2.0,False,5,True,2.52
83,0,Option C is incorrect as,C,2.0,False,3,True,2.47
84,0,"Option C: Yes,",C,2.0,True,2,True,2.44
85,0,Option C: Going,C,2.0,False,5,True,2.55
86,0,Option B is the correct,B,1.0,False,4,True,2.55
87,0,Option B: Elon,B,1.0,False,3,True,2.52
88,0,Option C: The link,C,2.0,False,5,True,2.56
89,0,Option C is incorrect as,C,2.0,False,3,True,2.55
90,0,Option A is the correct,A,0.0,False,1,True,2.41
