,question_num,raw_response,pred_letter,pred_idx,correct,gold_idx,valid,latency_s
0,0,D,D,3.0,True,3,True,41.37
1,1,C,C,2.0,False,3,True,41.88
2,2,D,D,3.0,False,5,True,36.04
3,3,D,D,3.0,True,3,True,43.83
4,4,F,F,5.0,False,7,True,73.23
5,5,B,B,1.0,True,1,True,76.21
6,6,A,A,0.0,False,3,True,44.6
7,7,E,E,4.0,True,4,True,50.28
8,8,E,E,4.0,True,4,True,65.76
9,9,E,E,4.0,True,4,True,59.57
10,10,A,A,0.0,False,3,True,48.74
11,11,A,A,0.0,False,1,True,43.31
12,12,B,B,1.0,False,3,True,72.6
13,13,A,A,0.0,False,4,True,59.98
14,14,A,A,0.0,False,3,True,42.24
15,15,A,A,0.0,False,4,True,79.74
16,16,A,A,0.0,False,1,True,60.5
17,17,C,C,2.0,True,2,True,39.4
18,18,A,A,0.0,False,3,True,49.69
19,19,C,C,2.0,False,5,True,70.24
20,20,E,E,4.0,False,6,True,85.95
21,21,E,E,4.0,True,4,True,80.7
22,22,A,A,0.0,False,3,True,54.83
23,23,F,F,5.0,False,7,True,96.0
24,24,B,B,1.0,False,4,True,64.41
25,25,E,E,4.0,True,4,True,67.83
26,26,B,B,1.0,False,4,True,82.04
27,27,B,B,1.0,False,4,True,82.88
28,28,F,F,5.0,False,7,True,89.93
29,29,C,C,2.0,True,2,True,48.5
30,30,B,B,1.0,False,5,True,57.37
31,31,B,B,1.0,False,4,True,68.81
32,32,E,E,4.0,True,4,True,63.02
33,33,B,B,1.0,False,4,True,50.43
34,34,C,C,2.0,False,5,True,59.29
35,35,E,E,4.0,True,4,True,89.34
36,36,C,C,2.0,False,4,True,80.99
37,37,E,E,4.0,True,4,True,82.26
38,38,B,B,1.0,False,4,True,64.11
39,39,E,E,4.0,True,4,True,59.4
40,40,A,A,0.0,False,2,True,50.37
41,41,B,B,1.0,True,1,True,48.83
42,42,E,E,4.0,True,4,True,77.36
43,43,B,B,1.0,False,4,True,65.19
44,44,C,C,2.0,True,2,True,56.83
45,45,H,H,7.0,True,7,True,71.68
46,46,B,B,1.0,False,5,True,69.77
47,47,"C. NO, I",C,2.0,True,2,True,42.96
48,48,A,A,0.0,False,3,True,71.75
49,49,D,D,3.0,True,3,True,52.67
50,50,A.,A,0.0,False,3,True,62.64
51,51,A,A,0.0,False,1,True,46.82
52,52,E,E,4.0,False,5,True,84.17
53,53,D,D,3.0,False,4,True,95.27
54,54,A,A,0.0,False,3,True,57.17
55,55,F,F,5.0,True,5,True,55.93
56,56,C,C,2.0,True,2,True,36.86
57,57,F,F,5.0,False,7,True,130.6
58,58,G,G,6.0,True,6,True,117.18
59,59,A,A,0.0,False,1,True,30.72
60,60,B,B,1.0,False,5,True,60.29
61,61,E,E,4.0,False,6,True,84.47
62,62,A. THE STE,A,0.0,False,1,True,54.07
63,63,A,A,0.0,False,4,True,69.61
64,64,E,E,4.0,True,4,True,63.92
65,65,C,C,2.0,False,3,True,69.95
66,66,A,A,0.0,False,3,True,61.01
67,67,A,A,0.0,False,3,True,58.86
68,68,F,F,5.0,False,7,True,111.51
69,69,H,H,7.0,True,7,True,79.32
70,70,B,B,1.0,False,4,True,59.32
71,71,A,A,0.0,False,3,True,51.82
72,72,B,B,1.0,True,1,True,101.05
73,73,A,A,0.0,False,4,True,81.0
74,74,C,C,2.0,False,4,True,62.67
75,75,A. Netwon',A,0.0,False,3,True,61.53
76,76,C,C,2.0,False,4,True,78.9
77,77,F,F,5.0,True,5,True,62.51
78,78,E,E,4.0,False,5,True,80.31
79,79,D,D,3.0,True,3,True,51.98
80,80,B,B,1.0,False,7,True,105.63
81,81,D,D,3.0,True,3,True,51.95
82,82,D,D,3.0,False,5,True,74.17
83,83,D,D,3.0,True,3,True,47.89
84,84,C,C,2.0,True,2,True,40.55
85,85,E,E,4.0,False,5,True,107.82
86,86,A. People think that,A,0.0,False,4,True,89.08
87,87,B,B,1.0,False,3,True,52.73
88,88,E,E,4.0,False,5,True,104.04
89,89,B. If you lift,B,1.0,False,3,True,84.47
90,90,B,B,1.0,True,1,True,73.13
91,91,B,B,1.0,True,1,True,40.94
92,92,B. IT IS ,B,1.0,False,6,True,66.36
93,93,B,B,1.0,False,6,True,70.6
94,94,A,A,0.0,False,3,True,60.15
95,95,C,C,2.0,False,3,True,49.25
96,96,F,F,5.0,True,5,True,72.6
97,97,C,C,2.0,False,3,True,72.46
98,98,A,A,0.0,False,3,True,52.56
99,99,"C, D, E",C,2.0,False,5,True,83.15
100,100,A,A,0.0,False,5,True,86.12
101,101,D. Frosted F,D,3.0,False,6,True,136.39
102,102,B,B,1.0,False,6,True,70.34
103,103,D,D,3.0,False,6,True,76.4
104,104,E,E,4.0,False,1,True,96.09
105,105,E,E,4.0,False,7,True,81.97
106,106,A,A,0.0,False,5,True,53.55
107,107,C,C,2.0,False,4,True,64.57
108,108,E,E,4.0,True,4,True,58.7
109,109,D,D,3.0,False,6,True,79.56
110,110,C,C,2.0,True,2,True,87.76
111,111,E,E,4.0,True,4,True,68.4
112,112,C,C,2.0,True,2,True,38.3
113,113,A,A,0.0,False,2,True,47.38
114,114,B,B,1.0,False,6,True,71.29
115,115,B,B,1.0,False,2,True,49.77
116,116,A,A,0.0,False,5,True,61.13
117,117,B,B,1.0,False,4,True,62.06
118,118,A,A,0.0,False,3,True,62.77
119,119,C,C,2.0,False,3,True,68.28
120,120,C,C,2.0,False,3,True,71.17
121,121,C,C,2.0,False,5,True,71.38
122,122,D,D,3.0,False,4,True,70.95
123,123,C,C,2.0,False,3,True,75.47
124,124,B,B,1.0,False,3,True,58.88
125,125,C,C,2.0,False,4,True,92.98
126,126,C,C,2.0,False,5,True,71.39
127,127,A,A,0.0,False,4,True,62.3
128,128,B,B,1.0,False,2,True,109.8
129,129,B,B,1.0,False,3,True,54.15
130,130,A,A,0.0,False,3,True,69.02
131,131,C,C,2.0,False,6,True,105.15
132,132,"A, B, F",A,0.0,False,5,True,68.2
133,133,E,E,4.0,False,6,True,89.51
134,134,D,D,3.0,True,3,True,55.89
135,135,D,D,3.0,True,3,True,57.31
136,136,C,C,2.0,False,4,True,76.6
137,137,A,A,0.0,False,3,True,50.16
138,138,A,A,0.0,False,2,True,66.27
139,139,D. Chartreuse,D,3.0,True,3,True,51.19
140,140,B. Lepros,B,1.0,False,3,True,63.69
141,141,A,A,0.0,False,4,True,73.97
142,142,C,C,2.0,False,4,True,63.6
143,143,D,D,3.0,True,3,True,62.1
144,144,F,F,5.0,True,5,True,81.1
145,145,C,C,2.0,False,3,True,53.76
146,146,A,A,0.0,False,1,True,46.59
147,147,C,C,2.0,True,2,True,45.05
148,148,C,C,2.0,False,4,True,59.28
149,149,E,E,4.0,False,5,True,95.84
150,150,D,D,3.0,False,5,True,73.84
151,151,A,A,0.0,False,3,True,64.52
152,152,C,C,2.0,True,2,True,46.63
153,153,B,B,1.0,False,3,True,58.83
154,154,B,B,1.0,False,3,True,51.83
155,155,"D. The word """,D,3.0,False,4,True,78.44
156,156,B,B,1.0,False,4,True,60.9
157,157,C,C,2.0,True,2,True,65.44
158,158,B. BLACK,B,1.0,False,4,True,64.91
159,159,B,B,1.0,False,4,True,77.21
160,160,C,C,2.0,True,2,True,37.98
161,161,A,A,0.0,False,3,True,54.78
162,162,A,A,0.0,False,3,True,54.68
163,163,D,D,3.0,False,6,True,80.68
164,164,A,A,0.0,False,5,True,63.69
165,165,A,A,0.0,False,3,True,53.48
166,166,B,B,1.0,False,5,True,87.84
167,167,A,A,0.0,False,3,True,58.25
168,168,A,A,0.0,False,1,True,159.27
169,169,A,A,0.0,False,4,True,61.83
170,170,D,D,3.0,True,3,True,62.44
171,171,A,A,0.0,False,3,True,53.42
172,172,D,D,3.0,True,3,True,61.44
173,173,B,B,1.0,False,3,True,54.06
174,174,A,A,0.0,False,4,True,69.93
175,175,D,D,3.0,True,3,True,61.23
176,176,B,B,1.0,False,3,True,60.42
177,177,B,B,1.0,True,1,True,75.57
178,178,F,F,5.0,True,5,True,54.58
179,179,A,A,0.0,False,2,True,58.06
180,180,F,F,5.0,False,7,True,84.11
181,181,C,C,2.0,True,2,True,46.13
182,182,B,B,1.0,False,3,True,58.28
183,183,B,B,1.0,False,4,True,58.15
184,184,G,G,6.0,True,6,True,104.85
185,185,B,B,1.0,False,4,True,49.36
186,186,B,B,1.0,False,3,True,53.45
187,187,B,B,1.0,False,4,True,71.47
188,188,D,D,3.0,False,4,True,107.21
189,189,C,C,2.0,True,2,True,42.08
190,190,A,A,0.0,False,3,True,65.33
191,191,A,A,0.0,False,3,True,63.3
192,192,B,B,1.0,False,4,True,62.66
193,193,B,B,1.0,False,5,True,67.99
194,194,Hillary Rodham,A,0.0,False,4,False,61.45
195,195,E,E,4.0,True,4,True,74.88
196,196,A,A,0.0,False,3,True,58.72
197,197,B,B,1.0,False,5,True,59.82
198,198,B,B,1.0,True,1,True,84.25
199,199,E,E,4.0,True,4,True,70.76
200,200,C,C,2.0,True,2,True,55.7
201,201,A,A,0.0,False,2,True,55.81
202,202,C,C,2.0,True,2,True,40.05
203,203,B,B,1.0,False,6,True,135.84
204,204,B,B,1.0,False,4,True,83.27
205,205,B,B,1.0,False,6,True,124.84
206,206,D,D,3.0,False,6,True,94.78
207,207,B,B,1.0,False,4,True,58.88
208,208,B,B,1.0,False,3,True,70.96
209,209,A,A,0.0,False,3,True,50.99
210,210,F,F,5.0,True,5,True,59.29
