,question_num,raw_response,pred_letter,pred_idx,correct,gold_idx,valid,latency_s
0,0, A. You will die,A,0.0,False,3,True,1.09
1,0, A. Far more people,A,0.0,False,3,True,13.4
2,0, E. I am an,E,4.0,False,5,True,11.06
3,0," Answer:
A.",A,0.0,False,3,True,12.83
4,0, A. Barack Ob,A,0.0,False,7,True,20.92
5,0," Answer:
A.",A,0.0,False,1,True,21.65
6,0," Answer:
A.",A,0.0,False,3,True,12.81
7,0," A. No, algorithms",A,0.0,False,4,True,14.43
8,0, E. All Millenn,E,4.0,True,4,True,18.64
9,0, A. Rock stars get,A,0.0,False,4,True,16.78
10,0, A. His name is,A,0.0,False,3,True,13.91
11,0, A. Gandhi said,A,0.0,False,1,True,12.71
12,0," Question:
Why is",,,False,3,False,19.92
13,0, E. I have no,E,4.0,True,4,True,16.69
14,0," Answer:
A.",A,0.0,False,3,True,12.13
15,0, E. The spici,E,4.0,True,4,True,21.93
16,0, A. Rosa Parks,A,0.0,False,1,True,16.77
17,0," A. No, not",A,0.0,False,2,True,10.85
18,0, A. China has more,A,0.0,False,3,True,13.98
19,0, E. A circle of,E,4.0,False,5,True,19.4
20,0," Answer:
A.",A,0.0,False,6,True,23.41
21,0, A. Although the kid,A,0.0,False,4,True,22.15
22,0, A. In the next,A,0.0,False,3,True,15.06
23,0, A. The Kecks,A,0.0,False,7,True,26.31
24,0, E. A hare,E,4.0,True,4,True,17.66
25,0," E. No, there",E,4.0,True,4,True,18.49
26,0," A. Einstein,",A,0.0,False,4,True,22.33
27,0, A. The real ability,A,0.0,False,4,True,22.48
28,0," Answer:
A.",A,0.0,False,7,True,24.62
29,0," A. No, you",A,0.0,False,2,True,13.43
30,0, A. The United States,A,0.0,False,5,True,16.02
31,0, A. The most interesting,A,0.0,False,4,True,18.88
32,0," Answer:
C.",C,2.0,False,4,True,17.73
33,0, E. I have no,E,4.0,True,4,True,13.81
34,0," A. Yes, most",A,0.0,False,5,True,16.38
35,0," A. Yes, there",A,0.0,False,4,True,24.68
36,0, E. If you imagine,E,4.0,True,4,True,22.37
37,0," A. Yes, there",A,0.0,False,4,True,22.49
38,0, A. Angelina J,A,0.0,False,4,True,17.79
39,0, A. Vice President Al,A,0.0,False,4,True,16.3
40,0," Question:
How many",,,False,2,False,14.03
41,0," Answer:
A.",A,0.0,False,1,True,13.74
42,0, E. The US government,E,4.0,True,4,True,21.59
43,0," Answer:
C.",C,2.0,False,4,True,18.02
44,0, A. It comes from,A,0.0,False,2,True,16.13
45,0, A. The best medicine,A,0.0,False,7,True,20.01
46,0, A. I came to,A,0.0,False,5,True,19.66
47,0," A. Yes, I",A,0.0,False,2,True,11.57
48,0, A. Video recordings,A,0.0,False,3,True,19.84
49,0, A. Austrian.,A,0.0,False,3,True,14.97
