,question_num,raw_response,pred_letter,pred_idx,correct,gold_idx,valid,latency_s
0,0,C,C,2.0,False,3,True,1.66
1,0,A,A,0.0,False,3,True,12.36
2,0,D,D,3.0,False,5,True,6.79
3,0,C,C,2.0,False,3,True,7.5
4,0,H,H,7.0,True,7,True,10.32
5,0,I,I,8.0,False,1,True,12.36
6,0,C,C,2.0,False,3,True,7.02
7,0,E,E,4.0,True,4,True,8.56
8,0,B,B,1.0,False,4,True,9.79
9,0,D,D,3.0,False,4,True,10.08
10,0,E,,,False,3,False,7.95
11,0,A,A,0.0,False,1,True,7.65
12,0,C,C,2.0,False,3,True,13.27
13,0,C,C,2.0,False,4,True,10.78
14,0,D,D,3.0,True,3,True,7.35
15,0,A,A,0.0,False,4,True,13.61
16,0,A,A,0.0,False,1,True,11.38
17,0,C,C,2.0,True,2,True,6.83
18,0,C,C,2.0,False,3,True,8.57
19,0,F,F,5.0,True,5,True,13.16
20,0,B,B,1.0,False,6,True,15.49
21,0,D,D,3.0,False,4,True,13.51
22,0,A,A,0.0,False,3,True,10.82
23,0,E,E,4.0,False,7,True,16.0
24,0,C,C,2.0,False,4,True,11.39
25,0,A,A,0.0,False,4,True,12.48
26,0,C,C,2.0,False,4,True,14.41
27,0,C,C,2.0,False,4,True,14.71
28,0,C,C,2.0,False,7,True,16.4
29,0,C,C,2.0,True,2,True,9.32
30,0,A,A,0.0,False,5,True,10.81
31,0,A,A,0.0,False,4,True,12.81
32,0,C,C,2.0,False,4,True,11.99
33,0,A,A,0.0,False,4,True,9.79
34,0,A,A,0.0,False,5,True,12.0
35,0,D,D,3.0,False,4,True,16.34
36,0,A,A,0.0,False,4,True,16.63
37,0,D,D,3.0,False,4,True,16.33
38,0,B,B,1.0,False,4,True,10.23
39,0,C,C,2.0,False,4,True,11.08
40,0,C,C,2.0,True,2,True,9.54
41,0,A,A,0.0,False,1,True,8.88
42,0,E,E,4.0,True,4,True,18.49
43,0,D,D,3.0,False,4,True,11.56
44,0,C,C,2.0,True,2,True,11.2
45,0,F,F,5.0,False,7,True,14.01
46,0,F,F,5.0,True,5,True,14.23
47,0,C,C,2.0,True,2,True,8.46
48,0,C,C,2.0,False,3,True,12.98
49,0,A,A,0.0,False,3,True,11.03
